ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscribe_binary
15959,37,admin.,married,secondary,no,0,yes,no,22,jul,3.08,1,-1,0,unknown,No
15960,40,services,married,secondary,no,1305,no,no,22,jul,4.25,1,-1,0,unknown,No
15961,29,blue-collar,married,secondary,no,210,no,yes,22,jul,8.63,1,-1,0,unknown,No
15962,43,technician,married,tertiary,no,788,no,yes,22,jul,2.8,3,-1,0,unknown,No
15963,34,management,single,tertiary,no,27,no,yes,22,jul,4.25,1,-1,0,unknown,No
15964,36,housemaid,married,secondary,no,399,yes,no,22,jul,2.32,1,-1,0,unknown,No
15965,27,services,divorced,secondary,no,10,yes,no,22,jul,8.78,1,-1,0,unknown,No
15966,36,management,divorced,tertiary,no,81,no,yes,22,jul,9.33,1,-1,0,unknown,Yes
15967,39,services,married,secondary,no,-378,yes,yes,22,jul,2.2,6,-1,0,unknown,No
15968,33,management,married,tertiary,no,85,yes,no,22,jul,11.7,2,-1,0,unknown,No
15969,34,management,married,tertiary,no,0,no,no,22,jul,1.35,2,-1,0,unknown,No
15970,28,technician,single,secondary,no,0,no,yes,22,jul,3.13,2,-1,0,unknown,No
15971,32,technician,single,tertiary,no,259,no,no,22,jul,6.78,4,-1,0,unknown,No
15972,43,admin.,married,secondary,no,2,yes,yes,22,jul,4.23,1,-1,0,unknown,No
15973,42,entrepreneur,married,secondary,no,2239,yes,no,22,jul,2.93,1,-1,0,unknown,No
15974,37,management,married,tertiary,no,0,no,no,22,jul,1.48,1,-1,0,unknown,No
15975,47,management,married,tertiary,no,109,yes,no,22,jul,4.47,1,-1,0,unknown,No
15976,52,self-employed,married,secondary,no,0,yes,no,22,jul,2.5,1,-1,0,unknown,No
15977,44,technician,married,secondary,no,196,no,no,22,jul,6.12,1,-1,0,unknown,No
15978,60,retired,divorced,primary,no,-137,yes,no,22,jul,2.53,1,-1,0,unknown,No
15979,33,admin.,single,secondary,no,241,no,no,22,jul,8.17,1,-1,0,unknown,No
15980,38,technician,married,secondary,no,0,yes,no,22,jul,25.75,1,-1,0,unknown,Yes
15981,37,entrepreneur,married,tertiary,no,2089,yes,no,22,jul,0.67,1,-1,0,unknown,No
15982,42,management,married,tertiary,no,1336,yes,yes,22,jul,1.08,1,-1,0,unknown,No
15983,31,management,married,tertiary,no,216,no,no,22,jul,0.78,1,-1,0,unknown,No
15984,53,housemaid,married,secondary,no,1103,no,no,22,jul,4.57,6,-1,0,unknown,No
15985,37,blue-collar,single,primary,no,0,yes,yes,22,jul,1.97,1,-1,0,unknown,No
15986,47,technician,single,secondary,no,-504,no,yes,22,jul,1.8,1,-1,0,unknown,No
15987,32,technician,married,tertiary,no,0,yes,no,22,jul,8.67,1,-1,0,unknown,No
15988,35,management,married,tertiary,yes,8,yes,no,22,jul,0.93,3,-1,0,unknown,No
15989,47,housemaid,married,tertiary,no,228,yes,no,22,jul,1.48,1,-1,0,unknown,No
15990,27,admin.,married,secondary,no,-790,yes,no,22,jul,4.55,4,-1,0,unknown,No
15991,29,blue-collar,married,primary,no,-235,yes,no,22,jul,3.15,1,-1,0,unknown,No
15992,37,services,married,secondary,no,145,yes,no,22,jul,1.23,13,-1,0,unknown,No
15993,36,management,married,tertiary,no,322,yes,no,22,jul,8.08,1,-1,0,unknown,No
15994,31,blue-collar,married,secondary,no,80,yes,yes,22,jul,4.52,1,-1,0,unknown,No
15995,29,blue-collar,married,secondary,no,3,no,no,22,jul,1.92,1,-1,0,unknown,No
15996,51,admin.,married,secondary,no,194,no,yes,22,jul,1.18,2,-1,0,unknown,No
15997,48,admin.,married,secondary,no,-379,yes,no,22,jul,9.98,2,-1,0,unknown,No
15998,34,services,single,secondary,no,418,yes,no,22,jul,4.12,1,-1,0,unknown,No
15999,51,self-employed,married,primary,no,0,yes,no,22,jul,3.58,1,-1,0,unknown,No
16000,30,entrepreneur,married,secondary,no,-346,yes,yes,22,jul,1.47,1,-1,0,unknown,No
16001,30,self-employed,single,secondary,no,192,no,no,22,jul,7.05,1,-1,0,unknown,No
16002,29,student,single,tertiary,no,652,yes,no,22,jul,4.75,1,-1,0,unknown,No
16003,37,admin.,married,secondary,no,121,no,no,22,jul,0.37,6,-1,0,unknown,No
16004,53,entrepreneur,married,secondary,no,0,yes,no,22,jul,3.33,1,-1,0,unknown,No
16005,49,unemployed,married,secondary,no,136,no,yes,22,jul,4.1,1,-1,0,unknown,No
16006,40,management,married,tertiary,no,268,yes,no,22,jul,5.87,3,-1,0,unknown,No
16007,48,housemaid,married,primary,no,380,yes,no,22,jul,3.13,5,-1,0,unknown,No
16008,27,management,single,tertiary,no,3,yes,yes,22,jul,8.43,1,-1,0,unknown,No
16009,34,admin.,married,secondary,no,0,no,yes,22,jul,2.27,2,-1,0,unknown,No
16010,40,entrepreneur,married,secondary,no,0,yes,no,22,jul,1.95,1,-1,0,unknown,No
16011,26,technician,single,secondary,no,7,yes,no,22,jul,3.13,2,-1,0,unknown,No
16012,32,management,single,tertiary,no,0,yes,no,22,jul,7.58,2,-1,0,unknown,No
16013,33,technician,married,tertiary,no,0,yes,no,22,jul,1.08,1,-1,0,unknown,No
16014,45,technician,married,secondary,no,1118,yes,no,22,jul,0.45,1,-1,0,unknown,No
16015,37,services,married,secondary,no,0,yes,no,22,jul,4.53,1,-1,0,unknown,No
16016,29,admin.,single,tertiary,no,89,yes,no,22,jul,2,1,-1,0,unknown,No
16017,56,blue-collar,married,secondary,no,345,yes,no,22,jul,10.08,1,-1,0,unknown,No
16018,28,self-employed,married,tertiary,no,476,no,yes,22,jul,10.5,1,-1,0,unknown,No
16019,32,unemployed,married,tertiary,no,283,yes,no,22,jul,2.52,2,-1,0,unknown,No
16020,30,management,single,tertiary,no,14,no,yes,22,jul,1.5,1,-1,0,unknown,No
16021,54,housemaid,married,primary,no,167,yes,no,22,jul,1.77,2,-1,0,unknown,No
16022,57,blue-collar,married,secondary,no,0,no,yes,22,jul,2.12,2,-1,0,unknown,No
16023,35,technician,married,tertiary,no,328,yes,no,22,jul,10.9,2,-1,0,unknown,Yes
16024,26,blue-collar,married,primary,no,399,yes,no,22,jul,21.47,2,-1,0,unknown,No
16025,53,management,married,secondary,no,0,yes,yes,22,jul,0.98,1,-1,0,unknown,No
16026,60,housemaid,married,primary,no,0,no,yes,22,jul,2.07,1,-1,0,unknown,No
16027,28,blue-collar,single,secondary,no,1285,no,no,22,jul,0.48,16,-1,0,unknown,No
16028,55,entrepreneur,divorced,tertiary,no,1730,no,no,22,jul,2.6,3,-1,0,unknown,No
16029,45,admin.,married,secondary,no,0,no,no,22,jul,1.22,2,-1,0,unknown,No
16030,47,management,single,tertiary,no,-295,no,yes,22,jul,5.55,2,-1,0,unknown,No
16031,30,management,single,tertiary,no,77,no,no,22,jul,4.45,1,-1,0,unknown,No
16032,25,admin.,single,secondary,no,18,yes,no,22,jul,2.15,1,-1,0,unknown,No
16033,37,technician,married,secondary,no,54,yes,yes,22,jul,1.77,2,-1,0,unknown,No
16034,33,admin.,married,secondary,no,252,yes,no,22,jul,4.5,2,-1,0,unknown,No
16035,49,blue-collar,married,primary,no,247,no,yes,22,jul,4.72,1,-1,0,unknown,No
16036,33,blue-collar,married,secondary,no,1924,yes,yes,22,jul,1.35,1,-1,0,unknown,No
16037,44,management,married,tertiary,no,-199,yes,no,22,jul,4.35,12,-1,0,unknown,No
16038,55,technician,married,tertiary,no,255,no,no,22,jul,1.9,1,-1,0,unknown,No
16039,44,technician,single,tertiary,no,342,yes,no,22,jul,1.17,1,-1,0,unknown,No
16040,36,management,married,tertiary,no,0,yes,no,22,jul,1.65,1,-1,0,unknown,No
16041,50,management,married,secondary,no,-1,no,no,22,jul,2.32,1,-1,0,unknown,No
16042,41,technician,single,tertiary,no,145,no,no,22,jul,30.55,2,-1,0,unknown,Yes
16043,26,management,married,tertiary,no,877,yes,no,22,jul,10.18,1,-1,0,unknown,No
16044,42,management,divorced,tertiary,no,621,no,yes,22,jul,1.45,2,-1,0,unknown,No
16045,31,management,single,tertiary,no,78,yes,no,22,jul,6.15,2,-1,0,unknown,No
16046,36,admin.,married,tertiary,no,0,yes,no,22,jul,1.03,1,-1,0,unknown,No
16047,43,blue-collar,married,primary,yes,0,no,yes,22,jul,7.18,8,-1,0,unknown,No
16048,52,management,single,tertiary,no,269,no,yes,22,jul,1.43,1,-1,0,unknown,No
16049,30,management,married,tertiary,no,3,yes,no,22,jul,1.12,9,-1,0,unknown,No
16050,30,entrepreneur,single,tertiary,no,676,no,yes,22,jul,3.57,1,-1,0,unknown,No
16051,26,technician,single,secondary,no,1842,yes,yes,22,jul,10.18,1,-1,0,unknown,No
16052,34,technician,single,secondary,no,201,no,no,22,jul,4.28,2,-1,0,unknown,No
16053,26,blue-collar,married,primary,no,5116,yes,no,22,jul,4.1,3,-1,0,unknown,No
16054,30,services,single,secondary,no,311,yes,no,22,jul,10.9,1,-1,0,unknown,No
16055,50,admin.,divorced,secondary,no,175,no,no,22,jul,1.87,3,-1,0,unknown,No
16056,59,housemaid,married,primary,no,5,no,yes,22,jul,3.4,2,-1,0,unknown,No
16057,52,blue-collar,married,secondary,no,5275,no,yes,22,jul,17.15,3,-1,0,unknown,No
16058,43,management,divorced,tertiary,no,3163,yes,no,22,jul,3.52,3,-1,0,unknown,No
16059,52,technician,married,secondary,no,83,no,no,22,jul,2.25,3,-1,0,unknown,No
16060,32,services,single,tertiary,no,143,yes,yes,22,jul,1.92,3,-1,0,unknown,No
16061,28,blue-collar,married,primary,no,413,yes,no,22,jul,7.38,1,-1,0,unknown,No
16062,33,management,married,tertiary,no,149,yes,yes,22,jul,2.55,1,-1,0,unknown,No
16063,43,technician,married,primary,no,2309,yes,no,22,jul,9.63,1,-1,0,unknown,No
16064,58,management,married,tertiary,no,2183,yes,no,22,jul,3.48,1,-1,0,unknown,No
16065,41,admin.,married,secondary,no,2993,yes,no,22,jul,0.4,12,-1,0,unknown,No
16066,35,blue-collar,married,secondary,no,162,no,yes,22,jul,11.25,2,-1,0,unknown,No
16069,31,blue-collar,single,secondary,no,1139,yes,no,22,jul,1.68,1,-1,0,unknown,No
16070,36,self-employed,married,secondary,no,189,yes,no,22,jul,10.53,1,-1,0,unknown,No
16071,32,management,married,tertiary,no,423,no,no,22,jul,3.53,17,-1,0,unknown,No
16072,27,services,single,tertiary,no,9965,yes,no,22,jul,11.03,1,-1,0,unknown,No
16073,28,management,single,tertiary,no,187,yes,no,22,jul,4.38,2,-1,0,unknown,No
16074,32,admin.,married,secondary,no,57,no,yes,22,jul,0.83,2,-1,0,unknown,No
16075,57,technician,married,secondary,no,272,no,yes,22,jul,9.38,1,-1,0,unknown,No
16076,27,blue-collar,single,secondary,no,-247,no,yes,22,jul,4.4,1,-1,0,unknown,No
16077,51,blue-collar,married,secondary,no,0,yes,yes,22,jul,2.07,2,-1,0,unknown,No
16078,55,management,divorced,tertiary,no,3092,yes,no,22,jul,2.75,2,-1,0,unknown,No
16079,52,entrepreneur,divorced,secondary,no,105,no,yes,22,jul,4.58,4,-1,0,unknown,No
16080,55,services,divorced,secondary,yes,-404,yes,no,22,jul,8.37,3,-1,0,unknown,No
16081,28,services,single,secondary,no,47,no,no,22,jul,6.75,2,-1,0,unknown,No
16082,39,management,married,tertiary,no,-124,no,yes,22,jul,3.03,1,-1,0,unknown,No
16083,45,admin.,married,secondary,no,644,no,yes,22,jul,1.53,1,-1,0,unknown,No
16084,26,student,single,secondary,no,141,no,no,22,jul,2.13,1,-1,0,unknown,No
16085,50,housemaid,married,secondary,no,0,yes,no,22,jul,2.67,1,-1,0,unknown,No
16086,27,technician,single,secondary,no,285,no,no,22,jul,2.32,1,-1,0,unknown,No
16087,43,services,married,secondary,no,87,no,no,22,jul,3.05,1,-1,0,unknown,No
16088,35,services,married,secondary,no,33,yes,no,22,jul,3.02,1,-1,0,unknown,No
16089,48,services,single,primary,no,204,yes,no,22,jul,2.23,1,-1,0,unknown,No
16090,33,services,married,secondary,no,3444,yes,no,22,jul,8.12,4,-1,0,unknown,No
16091,41,management,married,tertiary,no,9,yes,no,22,jul,1.37,3,-1,0,unknown,No
16092,34,management,married,tertiary,no,1790,yes,no,22,jul,11.35,1,-1,0,unknown,No
16093,27,blue-collar,married,primary,no,237,yes,no,22,jul,4.72,6,-1,0,unknown,No
16094,26,technician,single,secondary,no,-525,yes,yes,22,jul,6.95,1,-1,0,unknown,No
16095,27,services,single,secondary,yes,-1,no,no,22,jul,1,2,-1,0,unknown,No
16096,39,self-employed,married,tertiary,no,127,no,no,22,jul,1.28,1,-1,0,unknown,No
16097,37,management,married,tertiary,no,347,yes,no,22,jul,4.7,1,-1,0,unknown,No
16098,50,blue-collar,married,secondary,no,2013,no,yes,22,jul,3.77,1,-1,0,unknown,No
16099,60,retired,married,secondary,no,1339,no,yes,22,jul,2.28,1,-1,0,unknown,No
16100,30,blue-collar,married,secondary,no,537,yes,no,22,jul,11.02,2,-1,0,unknown,No
16101,57,services,divorced,secondary,no,14,no,yes,22,jul,7.42,2,-1,0,unknown,No
16102,32,entrepreneur,married,tertiary,no,964,yes,no,22,jul,6.17,2,-1,0,unknown,No
16103,26,admin.,single,secondary,no,321,yes,no,22,jul,4.03,7,-1,0,unknown,No
16104,34,blue-collar,divorced,secondary,no,2551,yes,yes,22,jul,23.47,2,-1,0,unknown,No
16105,58,admin.,divorced,secondary,no,74,yes,no,22,jul,8.57,11,-1,0,unknown,No
16106,54,management,married,tertiary,no,122,yes,no,22,jul,2.1,3,-1,0,unknown,No
16107,51,management,divorced,tertiary,no,0,no,yes,22,jul,2.93,4,-1,0,unknown,No
16108,35,technician,single,secondary,no,144,no,no,22,jul,2.72,2,-1,0,unknown,No
16109,34,admin.,single,secondary,no,1,yes,no,22,jul,8.05,7,-1,0,unknown,No
16110,31,self-employed,married,tertiary,no,0,yes,no,22,jul,6.53,2,-1,0,unknown,No
16111,39,admin.,married,secondary,no,651,yes,no,22,jul,10.13,3,-1,0,unknown,No
16112,43,services,divorced,secondary,no,957,no,yes,22,jul,2.42,4,-1,0,unknown,No
16113,50,housemaid,divorced,primary,no,34,yes,no,22,jul,2.67,2,-1,0,unknown,No
16114,35,management,single,tertiary,no,219,no,no,22,jul,2.67,6,-1,0,unknown,No
16115,31,blue-collar,married,primary,no,-81,yes,no,22,jul,4.35,1,-1,0,unknown,No
16116,36,management,married,tertiary,no,348,no,yes,22,jul,5.12,1,-1,0,unknown,No
16118,29,management,single,secondary,no,0,yes,no,22,jul,6.72,7,-1,0,unknown,No
16119,34,technician,single,tertiary,no,228,yes,no,22,jul,6.45,4,-1,0,unknown,No
16120,29,technician,single,secondary,no,-247,no,yes,22,jul,3.52,1,-1,0,unknown,No
16121,28,blue-collar,married,secondary,no,751,yes,no,22,jul,9.97,5,-1,0,unknown,Yes
16122,34,blue-collar,married,primary,no,197,yes,no,22,jul,3.02,1,-1,0,unknown,No
16123,53,retired,married,primary,no,3126,yes,no,22,jul,3.95,1,-1,0,unknown,No
16124,45,blue-collar,married,secondary,no,2926,yes,yes,22,jul,7.95,2,-1,0,unknown,No
16125,31,management,single,tertiary,no,4331,yes,no,22,jul,5.3,1,-1,0,unknown,No
16126,33,blue-collar,divorced,secondary,no,474,no,no,22,jul,6.67,2,-1,0,unknown,No
16127,36,admin.,single,secondary,no,-301,no,yes,22,jul,5.2,3,-1,0,unknown,No
16129,44,services,married,primary,no,440,no,yes,22,jul,4.15,21,-1,0,unknown,No
16130,59,housemaid,married,primary,no,0,yes,no,22,jul,3.1,2,-1,0,unknown,No
16131,26,services,single,secondary,yes,0,no,yes,22,jul,4,10,-1,0,unknown,No
16132,42,technician,married,secondary,no,33,no,no,22,jul,2.63,5,-1,0,unknown,No
16133,52,housemaid,divorced,tertiary,no,4306,no,no,22,jul,1.78,2,-1,0,unknown,No
16134,44,blue-collar,married,primary,no,318,no,no,22,jul,4.78,2,-1,0,unknown,No
16135,33,blue-collar,married,secondary,no,-130,yes,no,22,jul,2.07,2,-1,0,unknown,No
16136,50,technician,divorced,secondary,no,-556,yes,yes,22,jul,4.5,2,-1,0,unknown,No
16137,28,technician,single,tertiary,no,968,no,yes,22,jul,7.83,2,-1,0,unknown,No
16138,51,unemployed,married,tertiary,no,1634,yes,no,22,jul,2.8,4,-1,0,unknown,No
16139,37,admin.,married,secondary,no,2991,yes,no,22,jul,2.32,3,-1,0,unknown,No
16140,35,admin.,single,secondary,no,507,yes,no,22,jul,9.33,2,-1,0,unknown,Yes
16141,40,management,married,tertiary,no,995,yes,no,22,jul,1.6,2,-1,0,unknown,No
16142,43,management,married,tertiary,no,409,no,no,22,jul,1.67,7,-1,0,unknown,No
16143,30,blue-collar,married,secondary,no,791,yes,yes,22,jul,2.28,2,-1,0,unknown,No
16144,29,blue-collar,single,secondary,no,0,no,no,22,jul,0.92,3,-1,0,unknown,No
16145,26,services,married,secondary,no,-379,yes,yes,22,jul,20.62,7,-1,0,unknown,Yes
16146,52,management,married,secondary,no,-588,yes,no,22,jul,1.35,4,-1,0,unknown,No
16147,54,technician,divorced,secondary,no,-369,no,no,22,jul,4.1,4,-1,0,unknown,No
16148,28,management,married,secondary,no,143,yes,no,22,jul,0.73,13,-1,0,unknown,No
16149,38,admin.,single,secondary,no,-327,no,no,22,jul,5.75,5,-1,0,unknown,No
16150,27,management,married,secondary,no,2,yes,no,22,jul,8.22,5,-1,0,unknown,No
16151,35,management,married,tertiary,no,-196,yes,no,22,jul,3.6,2,-1,0,unknown,No
16152,33,technician,single,secondary,no,920,yes,no,22,jul,3.12,4,-1,0,unknown,No
16153,31,admin.,married,secondary,no,84,yes,no,22,jul,9.67,3,-1,0,unknown,No
16154,50,housemaid,divorced,primary,no,94,yes,no,22,jul,3.07,4,-1,0,unknown,No
16155,26,management,single,secondary,no,-38,no,no,22,jul,7.38,2,-1,0,unknown,No
16156,61,technician,married,secondary,no,50,yes,no,22,jul,3.55,5,-1,0,unknown,No
16157,49,admin.,married,secondary,no,635,no,no,22,jul,6.67,8,-1,0,unknown,No
16158,26,services,single,tertiary,no,238,yes,no,22,jul,2.6,3,-1,0,unknown,No
16159,34,blue-collar,married,primary,no,0,yes,no,22,jul,2.48,2,-1,0,unknown,No
16160,56,entrepreneur,married,tertiary,no,693,no,no,22,jul,1.48,5,-1,0,unknown,No
16161,32,technician,married,secondary,no,476,yes,no,22,jul,8.38,7,-1,0,unknown,No
16162,32,management,married,tertiary,no,663,no,yes,22,jul,1.03,3,-1,0,unknown,No
16163,60,blue-collar,married,secondary,no,-223,no,yes,22,jul,4.7,2,-1,0,unknown,No
16164,43,blue-collar,single,primary,no,189,no,yes,22,jul,1.62,15,-1,0,unknown,No
16165,27,blue-collar,single,secondary,no,113,no,no,22,jul,0.65,17,-1,0,unknown,No
16166,36,admin.,married,secondary,no,286,yes,no,22,jul,2.78,9,-1,0,unknown,No
16167,32,technician,married,secondary,no,268,yes,yes,22,jul,1.7,5,-1,0,unknown,No
16168,37,admin.,married,secondary,no,1396,yes,no,22,jul,3.32,2,-1,0,unknown,No
16169,26,management,single,tertiary,no,97,yes,no,22,jul,3.88,1,-1,0,unknown,No
16170,46,blue-collar,married,secondary,no,209,yes,no,22,jul,2.1,4,-1,0,unknown,No
16171,59,blue-collar,married,secondary,no,786,no,yes,22,jul,0.73,4,-1,0,unknown,No
16172,34,blue-collar,single,secondary,no,-199,no,no,22,jul,1.3,10,-1,0,unknown,No
16173,59,services,married,secondary,no,292,no,yes,22,jul,4.1,4,-1,0,unknown,No
16174,34,management,single,tertiary,no,184,no,no,22,jul,3.38,4,-1,0,unknown,No
16175,25,admin.,married,secondary,no,7,yes,yes,22,jul,3.48,3,-1,0,unknown,No
16176,50,admin.,married,secondary,no,-779,yes,yes,22,jul,1.87,2,-1,0,unknown,No
16177,29,services,married,secondary,no,1432,no,no,22,jul,12.13,8,-1,0,unknown,No
16178,31,management,married,tertiary,no,322,yes,no,22,jul,4.15,3,-1,0,unknown,No
16179,31,admin.,married,secondary,no,-241,yes,no,22,jul,21.45,5,-1,0,unknown,No
16180,31,blue-collar,married,secondary,no,1981,yes,no,22,jul,7.28,2,-1,0,unknown,No
16181,26,blue-collar,single,secondary,no,1,yes,no,22,jul,0.6,2,-1,0,unknown,No
16182,45,blue-collar,married,secondary,no,2071,no,yes,22,jul,19.13,2,-1,0,unknown,No
16183,61,retired,married,secondary,no,479,no,no,22,jul,7.73,5,-1,0,unknown,No
16184,39,blue-collar,single,secondary,no,0,no,no,22,jul,14.4,4,-1,0,unknown,Yes
16185,42,blue-collar,married,secondary,no,41,yes,no,22,jul,3.13,3,-1,0,unknown,No
16186,32,technician,married,secondary,no,4790,yes,no,22,jul,5.23,2,-1,0,unknown,No
16188,34,blue-collar,married,secondary,no,1650,yes,yes,22,jul,5.85,11,-1,0,unknown,No
16189,30,admin.,single,secondary,no,1700,yes,no,22,jul,4.65,3,-1,0,unknown,No
16190,43,admin.,single,secondary,no,1119,no,no,22,jul,1.98,2,-1,0,unknown,No
16191,41,management,single,tertiary,no,336,yes,no,22,jul,2.7,3,-1,0,unknown,No
16192,27,blue-collar,married,primary,no,300,no,yes,22,jul,3.48,2,-1,0,unknown,No
16193,46,technician,married,secondary,no,783,yes,no,22,jul,2.27,4,-1,0,unknown,No
16194,46,services,married,secondary,no,-119,yes,no,22,jul,2.52,3,-1,0,unknown,No
16195,35,services,divorced,secondary,no,543,yes,no,22,jul,10.4,2,-1,0,unknown,No
16196,42,blue-collar,married,primary,no,-119,yes,no,22,jul,2.78,3,-1,0,unknown,No
16197,48,technician,divorced,tertiary,no,113,no,yes,22,jul,0.63,1,-1,0,unknown,No
16198,27,blue-collar,single,secondary,no,148,no,no,22,jul,3.38,1,-1,0,unknown,No
16199,37,admin.,married,secondary,no,1110,yes,no,22,jul,13.37,11,-1,0,unknown,Yes
16200,34,blue-collar,married,secondary,yes,-7,yes,no,22,jul,2.38,5,-1,0,unknown,No
16201,28,services,single,tertiary,no,2474,yes,no,22,jul,4.37,1,-1,0,unknown,No
16202,35,management,single,secondary,no,1031,yes,no,22,jul,4.23,1,-1,0,unknown,No
16203,58,housemaid,married,primary,no,1310,yes,yes,22,jul,20.43,2,-1,0,unknown,No
16204,54,self-employed,married,secondary,no,9,yes,no,22,jul,1.88,2,-1,0,unknown,No
16205,26,management,married,secondary,no,288,yes,no,22,jul,11.9,1,-1,0,unknown,No
16206,53,admin.,divorced,secondary,no,223,yes,yes,22,jul,8.9,1,-1,0,unknown,No
16207,27,management,divorced,tertiary,no,148,no,no,22,jul,2.9,9,-1,0,unknown,No
16208,34,blue-collar,married,secondary,no,246,yes,no,22,jul,8.87,1,-1,0,unknown,No
16209,26,services,single,secondary,no,209,yes,no,22,jul,5.32,2,-1,0,unknown,No
16210,27,services,married,secondary,no,0,yes,no,22,jul,26.8,13,-1,0,unknown,Yes
16211,52,technician,married,secondary,no,192,yes,no,23,jul,1.02,2,-1,0,unknown,No
16212,48,technician,divorced,secondary,no,485,yes,no,23,jul,1.4,2,-1,0,unknown,No
16213,33,housemaid,married,secondary,no,0,yes,yes,23,jul,1.42,13,-1,0,unknown,No
16214,36,technician,divorced,tertiary,no,119,no,no,23,jul,2.12,8,-1,0,unknown,No
16215,25,technician,single,secondary,no,0,yes,no,23,jul,8.12,5,-1,0,unknown,No
16216,28,management,single,tertiary,no,466,yes,no,23,jul,2.83,2,-1,0,unknown,No
16218,45,technician,single,tertiary,no,2100,yes,no,23,jul,4.75,2,-1,0,unknown,No
16219,56,technician,married,secondary,no,205,no,yes,23,jul,7.37,2,-1,0,unknown,No
16220,50,services,married,secondary,no,2362,yes,yes,23,jul,0.98,4,-1,0,unknown,No
16221,30,admin.,single,secondary,no,98,yes,no,23,jul,1.67,5,-1,0,unknown,No
16222,32,admin.,married,secondary,no,1539,yes,yes,23,jul,3.63,2,-1,0,unknown,No
16223,39,housemaid,married,secondary,no,1029,yes,yes,23,jul,2.22,3,-1,0,unknown,No
16224,31,blue-collar,single,primary,no,302,yes,no,23,jul,0.67,8,-1,0,unknown,No
16225,44,blue-collar,married,primary,no,-89,no,yes,23,jul,3.12,4,-1,0,unknown,No
16226,29,technician,single,secondary,no,-522,yes,yes,23,jul,1.48,6,-1,0,unknown,No
16227,30,management,married,tertiary,no,126,yes,yes,23,jul,1.25,10,-1,0,unknown,No
16228,48,retired,married,tertiary,no,4,no,yes,23,jul,1.17,5,-1,0,unknown,No
16229,32,blue-collar,single,primary,no,354,no,no,23,jul,4.73,8,-1,0,unknown,No
16230,25,management,married,secondary,no,2228,yes,no,23,jul,12.57,1,-1,0,unknown,Yes
16231,42,management,married,tertiary,no,176,yes,no,23,jul,2.05,1,-1,0,unknown,No
16232,57,technician,married,secondary,no,1741,no,no,23,jul,6.07,2,-1,0,unknown,No
16233,49,services,married,secondary,no,702,no,yes,23,jul,3.23,1,-1,0,unknown,No
16234,50,services,single,secondary,no,294,no,no,23,jul,1.22,1,-1,0,unknown,No
16235,29,technician,single,tertiary,no,48,yes,no,23,jul,2.73,1,-1,0,unknown,No
16236,45,admin.,married,secondary,no,295,yes,no,23,jul,1.53,1,-1,0,unknown,No
16237,49,unemployed,divorced,secondary,no,-214,yes,no,23,jul,1.22,1,-1,0,unknown,No
16238,46,blue-collar,married,secondary,no,0,yes,no,23,jul,2.03,1,-1,0,unknown,No
16239,27,services,married,secondary,no,2526,yes,no,23,jul,8.33,3,-1,0,unknown,No
16240,46,management,married,tertiary,no,99,yes,no,23,jul,9.48,1,-1,0,unknown,No
16241,40,services,divorced,secondary,no,-81,no,yes,23,jul,3.1,1,-1,0,unknown,No
16242,51,services,married,secondary,no,-709,yes,yes,23,jul,0.63,1,-1,0,unknown,No
16243,50,blue-collar,married,primary,no,0,yes,no,23,jul,2.28,1,-1,0,unknown,No
16244,37,management,married,tertiary,no,1066,yes,no,23,jul,3.02,1,-1,0,unknown,No
16245,37,services,married,secondary,no,658,yes,no,23,jul,2.92,1,-1,0,unknown,No
16246,41,admin.,single,tertiary,no,982,no,no,23,jul,1.75,1,-1,0,unknown,No
16247,46,management,divorced,tertiary,no,2166,yes,no,23,jul,14.5,1,-1,0,unknown,Yes
16248,59,technician,married,secondary,no,2342,no,yes,23,jul,3.77,1,-1,0,unknown,No
16249,33,management,single,tertiary,no,370,no,no,23,jul,2.35,1,-1,0,unknown,No
16250,49,entrepreneur,married,secondary,no,273,no,no,23,jul,0.97,1,-1,0,unknown,No
16251,50,technician,married,secondary,no,3263,yes,no,23,jul,1.92,1,-1,0,unknown,No
16252,40,retired,married,primary,no,630,yes,no,23,jul,2.95,2,-1,0,unknown,No
16253,34,technician,married,secondary,no,0,yes,no,23,jul,7.15,1,-1,0,unknown,No
16254,34,admin.,married,secondary,no,804,yes,no,23,jul,4.27,9,-1,0,unknown,No
16255,26,blue-collar,married,secondary,no,0,yes,no,23,jul,2.62,4,-1,0,unknown,No
16256,41,management,married,tertiary,no,0,yes,no,23,jul,4.75,3,-1,0,unknown,No
16257,41,technician,married,secondary,no,0,no,yes,23,jul,1.78,1,-1,0,unknown,No
16258,50,management,married,tertiary,no,19,no,yes,23,jul,3.42,1,-1,0,unknown,No
16259,39,self-employed,married,secondary,no,81,no,yes,23,jul,7.3,1,-1,0,unknown,No
16260,38,management,divorced,tertiary,no,539,yes,no,23,jul,2.68,1,-1,0,unknown,No
16261,60,entrepreneur,married,primary,no,0,no,no,23,jul,0.67,1,-1,0,unknown,No
16262,38,management,married,tertiary,no,1952,no,yes,23,jul,3.95,1,-1,0,unknown,No
16263,26,management,single,tertiary,no,3,yes,no,23,jul,1.77,1,-1,0,unknown,No
16264,57,technician,married,primary,no,19,yes,no,23,jul,2.63,1,-1,0,unknown,No
